,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
210,Từ Điển Oxford Anh - Anh - Việt Bìa Vàng Cứng (tặng kèm giấy nhớ PS),https://salt.tikicdn.com/cache/280x280/ts/product/7a/48/50/703b3699a62bcfe5924bbd9c46fe9749.jpg,Tiếng Anh,"Cuốn sách này dành cho ai ?Bạn là người đã có nền tảng cơ bản về ngữ âm, ngữ pháp nhưng vốn từ vựng lại ít?Bạn là người tự tin trong giao tiếp tiếng anh nhưng đôi khi không thể truyền tải hết ý của...",193700.0,,,The Windy,,,,,Từ Điển Oxford Anh - Anh - Việt Bìa Vàng Cứng (tặng kèm giấy nhớ PS),https://salt.tikicdn.com/cache/280x280/ts/product/7a/48/50/703b3699a62bcfe5924bbd9c46fe9749.jpg,Tiếng Anh,The Windy,"Cuốn sách này dành cho ai ?Bạn là người đã có nền tảng cơ bản về ngữ âm, ngữ pháp nhưng vốn từ vựng lại ít?Bạn là người tự tin trong giao tiếp tiếng anh nhưng đôi khi không thể truyền tải hết ý của...",193700.0,MCBOOKS,2019-10-10 15:33:55,Bìa cứng,,,,,
211,Từ Điển Việt - Anh 135.000 Từ,https://salt.tikicdn.com/cache/280x280/ts/product/8e/0d/4b/d408fce6b929b2f38e5fd37f88fcd1d4.jpg,Tiếng Anh,"Trong một thế giới hội nhập như hiện nay, tiếng Anh ngày càng đóng một vai trò hết sức quan trọng trong nhiều lĩnh vực. Ngày càng nhiều người học tiếng Anh như một nhu cầu thiết yếu. Tuy nhiên, không ...",77900.0,,,Pocket English Vietnamese Dictionary,,,,,Từ Điển Việt - Anh 135.000 Từ,https://salt.tikicdn.com/cache/280x280/ts/product/8e/0d/4b/d408fce6b929b2f38e5fd37f88fcd1d4.jpg,Tiếng Anh,Pocket English Vietnamese Dictionary,"Trong một thế giới hội nhập như hiện nay, tiếng Anh ngày càng đóng một vai trò hết sức quan trọng trong nhiều lĩnh vực. Ngày càng nhiều người học tiếng Anh như một nhu cầu thiết yếu. Tuy nhiên, không ...",77900.0,Cty Văn Hóa Sách Việt,,,,Nhà Xuất Bản Thanh Niên,,,
212,Từ Điển Tiếng Việt Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img157.u335.d20160628.t113147.jpg,Tiếng Anh,"Từ Điển Tiếng Việt Thông Dụng Cuốn TỪ ĐIỂN TIẾNG VIỆT THÔNG DỤNG ra đời nhằm phục vụ nhu cầu học tập, nghiên cứu tiếng Việt, đặc biệt hướng đến nhóm đối tượng chủ yếu là học sinh khối trung học phổ t...",141400.0,11.5 x 17.5 cm,1119.0,Nhóm Việt Ngữ,,,,,Từ Điển Tiếng Việt Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img157.u335.d20160628.t113147.jpg,Tiếng Anh,Nhóm Việt Ngữ,"Từ Điển Tiếng Việt Thông Dụng Cuốn TỪ ĐIỂN TIẾNG VIỆT THÔNG DỤNG ra đời nhằm phục vụ nhu cầu học tập, nghiên cứu tiếng Việt, đặc biệt hướng đến nhóm đối tượng chủ yếu là học sinh khối trung học phổ t...",141400.0,MCBOOKS,2016-06-20 00:00:00,Bìa cứng,1119.0,Nhà Xuất Bản Hồng Đức,11.5 x 17.5 cm,,
213,Từ Điển Y Học (Anh-Việt),https://salt.tikicdn.com/cache/280x280/ts/product/40/46/a3/cce604f925e1bbb618b01feedf839fd6.jpg,Tiếng Anh,"Từ Điển Y Học (Anh-Việt)   Cuốn sách này sẽ là công cụ hỗ trợ đắc lực cho các bác sĩ, cán bộ y tế, sinh viên y khoa và rộng rãi bạn đọc quan tâm đến y học và sức khỏe trong việc tra cứu tài liệu y vă...",176000.0,,,Bác sĩ Phạm Ngọc Trí,,,,,Từ Điển Y Học (Anh-Việt),https://salt.tikicdn.com/cache/280x280/ts/product/40/46/a3/cce604f925e1bbb618b01feedf839fd6.jpg,Tiếng Anh,Bác sĩ Phạm Ngọc Trí,"Từ Điển Y Học (Anh-Việt)   Cuốn sách này sẽ là công cụ hỗ trợ đắc lực cho các bác sĩ, cán bộ y tế, sinh viên y khoa và rộng rãi bạn đọc quan tâm đến y học và sức khỏe trong việc tra cứu tài liệu y vă...",176000.0,NXB Thanh Niên,,,,,,,
214,Từ Điển Oxford Anh Việt 350.000 Từ (Hộp Cứng Xanh) (Tặng kèm booksmark) ,https://salt.tikicdn.com/cache/280x280/ts/product/c9/7e/79/03174166ac04a7db442c7b9d173d7b58.jpg,Tiếng Anh,"Từ điển Oxford Anh ViệtTừ điển Oxford Anh – Việt do công ty cổ phần sách MCBooks liên kết xuất bản và phát hành tại Việt Nam hiện đang được bán rất chạy trên thị trường cả nước, được đánh giá là cuố...",193700.0,<p>17.5 x 11.5 x 7.5 cm</p>,,The Windy,,,,,Từ Điển Oxford Anh Việt 350.000 Từ (Hộp Cứng Xanh) (Tặng kèm booksmark) ,https://salt.tikicdn.com/cache/280x280/ts/product/c9/7e/79/03174166ac04a7db442c7b9d173d7b58.jpg,Tiếng Anh,The Windy,"Từ điển Oxford Anh ViệtTừ điển Oxford Anh – Việt do công ty cổ phần sách MCBooks liên kết xuất bản và phát hành tại Việt Nam hiện đang được bán rất chạy trên thị trường cả nước, được đánh giá là cuố...",193700.0,MCBOOKS,,Bìa cứng,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,<p>17.5 x 11.5 x 7.5 cm</p>,,
215,Từ điển Oxford Anh Anh Việt ( bìa đỏ hộp )( tái bản mới nhất  2020 kt),https://salt.tikicdn.com/cache/280x280/ts/product/d9/85/8f/1f482eb0069b78c2ffa5c9d52c0fe44b.jpg,Tiếng Anh,"Từ điển Oxford Anh Anh ViệtTừ điển “Oxford Anh-Anh-Việt” có 2 mẫu mã, 2 màu sắc, 2 loại bìa cứng và mềm cho bạn lựa chọn. Với hơn 350.000 từ được chọn lọc dựa trên phiên bản mới nhất của Oxford và Ca...",193700.0,,1570.0,Nhiều Tác Giả,,,,,Từ điển Oxford Anh Anh Việt ( bìa đỏ hộp )( tái bản mới nhất  2020 kt),https://salt.tikicdn.com/cache/280x280/ts/product/d9/85/8f/1f482eb0069b78c2ffa5c9d52c0fe44b.jpg,Tiếng Anh,Nhiều Tác Giả,"Từ điển Oxford Anh Anh ViệtTừ điển “Oxford Anh-Anh-Việt” có 2 mẫu mã, 2 màu sắc, 2 loại bìa cứng và mềm cho bạn lựa chọn. Với hơn 350.000 từ được chọn lọc dựa trên phiên bản mới nhất của Oxford và Ca...",193700.0,MCBOOKS,2020-05-05 16:00:06,Bìa cứng,1570.0,Nhà Xuất Bản Hồng Đức,,,
216,Từ Đúng - Từ Sai,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img467.u84.d20161003.t121527.715329.gif,Tiếng Anh,"Từ Đúng - Từ Sai Trong khi học hay sử dụng tiếng Anh trong giao tiếp hay trong công việc, chắc chắn bạn đã từng có lúc do dự hay lúng túng khi muốn chọn một từ hay một cụm từ thích hợp với nội dung, ...",61900.0,14.5 x 20.5 cm,496.0,L.G.Alexander,,,,,Từ Đúng - Từ Sai,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img467.u84.d20161003.t121527.715329.gif,Tiếng Anh,L.G.Alexander,"Từ Đúng - Từ Sai Trong khi học hay sử dụng tiếng Anh trong giao tiếp hay trong công việc, chắc chắn bạn đã từng có lúc do dự hay lúng túng khi muốn chọn một từ hay một cụm từ thích hợp với nội dung, ...",61900.0,First News - Trí Việt,2013-10-21 00:00:00,Bìa mềm,496.0,Nhà Xuất Bản Tp.HCM,14.5 x 20.5 cm,,
217,Từ Điển Anh - Anh - Việt (Phiên Bản Đặc Biệt - Rồng Tri Thức),https://salt.tikicdn.com/cache/280x280/media/catalog/product/r/o/rong-tri-thuc-3.u2469.d20161212.t135848.155049.png,Tiếng Anh,Từ Điển Anh - Anh - Việt (Phiên Bản Đặc Biệt - Rồng Tri Thức) Từ điển Anh - Anh - Việt phiên bản đặc biệt - sự kết hợp lần đầu tiên giữa tri thức và nghệ thuật hội họa Việt Nam mang đến giá trị nhân ...,172250.0,11.5 x 17.5 cm,1570.0,The Windy,,,,,Từ Điển Anh - Anh - Việt (Phiên Bản Đặc Biệt - Rồng Tri Thức),https://salt.tikicdn.com/cache/280x280/media/catalog/product/r/o/rong-tri-thuc-3.u2469.d20161212.t135848.155049.png,Tiếng Anh,The Windy,Từ Điển Anh - Anh - Việt (Phiên Bản Đặc Biệt - Rồng Tri Thức) Từ điển Anh - Anh - Việt phiên bản đặc biệt - sự kết hợp lần đầu tiên giữa tri thức và nghệ thuật hội họa Việt Nam mang đến giá trị nhân ...,172250.0,MCBOOKS,2016-12-01 00:00:00,Bìa cứng,1570.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,11.5 x 17.5 cm,,
218,Từ Điển Việt - Anh (140.000 Từ),https://salt.tikicdn.com/cache/280x280/ts/product/db/f9/c7/b59f21db7798850590a9062e151de4eb.jpg,Tiếng Anh,"Trong một thế giới hội nhập như hiện nay, tiếng Anh ngày càng đóng một vai trò hết sức quan trọng trong nhiều lĩnh vực. Ngày càng nhiều người học tiếng Anh như một nhu cầu thiết yếu. Đối với người học...",49600.0,10 x 18 cm,886.0,"Nguyễn Bá,Lê Phong",,,,,Từ Điển Việt - Anh (140.000 Từ),https://salt.tikicdn.com/cache/280x280/ts/product/db/f9/c7/b59f21db7798850590a9062e151de4eb.jpg,Tiếng Anh,"Nguyễn Bá,Lê Phong","Trong một thế giới hội nhập như hiện nay, tiếng Anh ngày càng đóng một vai trò hết sức quan trọng trong nhiều lĩnh vực. Ngày càng nhiều người học tiếng Anh như một nhu cầu thiết yếu. Đối với người học...",49600.0,Nhà Sách Hồng Ân,2021-04-15 00:00:00,Bìa mềm,886.0,Nhà Xuất Bản Hồng Đức,10 x 18 cm,,
219,Từ Điển Thành Ngữ Anh - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/8e/07/59/3c38f20d83c74e077425351ec8c25b7f.jpg,Tiếng Anh,"Về phương thức biên soạn, chúng tôi xin được nhắc lại đôi nét về những tiêu chí vừa nêu ra như trên, nghĩa là “đầy đủ, rõ ràng dễ hiểu và dễ sử dụng”.Trước hết là yêu cầu “đầy đủ”. Thật ra, đây là mộ...",558700.0,18 x 24 cm,1488.0,Nguyễn Minh Tiến,,,,,Từ Điển Thành Ngữ Anh - Việt,https://salt.tikicdn.com/cache/280x280/ts/product/8e/07/59/3c38f20d83c74e077425351ec8c25b7f.jpg,Tiếng Anh,Nguyễn Minh Tiến,"Về phương thức biên soạn, chúng tôi xin được nhắc lại đôi nét về những tiêu chí vừa nêu ra như trên, nghĩa là “đầy đủ, rõ ràng dễ hiểu và dễ sử dụng”.Trước hết là yêu cầu “đầy đủ”. Thật ra, đây là mộ...",558700.0,Công ty TNHH TM & DV Văn Hóa Hương Trang,2019-05-01 00:00:00,Bìa cứng,1488.0,Nhà Xuất Bản Đà Nẵng,18 x 24 cm,,
220,Từ Vựng Tiếng Anh Tối Thiểu,https://salt.tikicdn.com/cache/280x280/ts/product/7d/a4/8f/0cd18d86cdcf7f48b2656cb69e79eb08.jpg,Tiếng Anh,"Từ Vựng Tiếng Anh Tối ThiểuCuốn Từ vựng tiếng Anh tối thiểu gồm khoảng 1.400 từ tiếng Anh thông dụng, thường gặp nhất trong đời sống hàng ngày Các từ được sắp xếp thật trật...",100000.0,,478.0,Nguyễn Lân Dũng,,,,,Từ Vựng Tiếng Anh Tối Thiểu,https://salt.tikicdn.com/cache/280x280/ts/product/7d/a4/8f/0cd18d86cdcf7f48b2656cb69e79eb08.jpg,Tiếng Anh,Nguyễn Lân Dũng,"Từ Vựng Tiếng Anh Tối ThiểuCuốn Từ vựng tiếng Anh tối thiểu gồm khoảng 1.400 từ tiếng Anh thông dụng, thường gặp nhất trong đời sống hàng ngày Các từ được sắp xếp thật trật...",100000.0,Hiệu sách Anh Minh,2017-11-09 20:17:00,Bìa mềm,478.0,Nhà Xuất Bản Dân Trí,,,
221,Từ Điển Anh - Việt Trên 135.000 Từ (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/1b/15/9a/01d45bd7b98412652816e59da60f42a9.jpg,Tiếng Anh,Nhằm đáp ứng nhu cầu học tiếng Anh đa dạng của nhiều người. Nhóm chúng tôi đã biên soạn cuốn từ điển Anh – Việt này để phục vụ cho người học tiếng Anh thuộc mọi trình độ.   Sách được biên soạn kỹ lưỡ...,87000.0,,,Mạnh Tường,,,,,Từ Điển Anh - Việt Trên 135.000 Từ (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/1b/15/9a/01d45bd7b98412652816e59da60f42a9.jpg,Tiếng Anh,Mạnh Tường,Nhằm đáp ứng nhu cầu học tiếng Anh đa dạng của nhiều người. Nhóm chúng tôi đã biên soạn cuốn từ điển Anh – Việt này để phục vụ cho người học tiếng Anh thuộc mọi trình độ.   Sách được biên soạn kỹ lưỡ...,87000.0,Nhà sách Minh Thắng,,,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,
222,"Bộ Đôi Từ Điển: Từ Điển Anh Việt - Việt Anh, Từ Điển Tiếng Việt",https://salt.tikicdn.com/cache/280x280/ts/product/e9/50/bb/e49581f9b87652a6e6d6c4bb96ef764a.jpg,Tiếng Anh,"Bộ Đôi Từ Điển: Từ Điển Anh Việt - Việt Anh, Từ Điển Tiếng ViệtBộ Đôi Từ Điển: Từ Điển Tiếng ViệtTừ Điển Anh Việt - Việt AnhTiếng Anh là ngôn ngữ phổ biến nhất trên thế giới, nó được sử dụng ở hầu ...",134000.0,,,"Minh Đức,Ngọc Lam,Mai Bình",,,,,"Bộ Đôi Từ Điển: Từ Điển Anh Việt - Việt Anh, Từ Điển Tiếng Việt",https://salt.tikicdn.com/cache/280x280/ts/product/e9/50/bb/e49581f9b87652a6e6d6c4bb96ef764a.jpg,Tiếng Anh,"Minh Đức,Ngọc Lam,Mai Bình","Bộ Đôi Từ Điển: Từ Điển Anh Việt - Việt Anh, Từ Điển Tiếng ViệtBộ Đôi Từ Điển: Từ Điển Tiếng ViệtTừ Điển Anh Việt - Việt AnhTiếng Anh là ngôn ngữ phổ biến nhất trên thế giới, nó được sử dụng ở hầu ...",134000.0,CTY TNHH ĐT & PT VĂN HÓA VIỆT,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,,,2016
223,Từ Điển Anh Việt 200.000 Từ,https://salt.tikicdn.com/cache/280x280/ts/product/a0/a0/c3/c933d8447adb7ca5e4e15317876c55f3.jpg,Tiếng Anh,"Ngày nay, nhu cầu học và tra cứu Tiếng Anh ở nước ta ngày càng phổ biến, đa dạng và nhiều cấp độ. Cuốn sách được biên soạn nhằm đáp ứng được phần nào nhu cầu của bạn đọc.Cuốn Từ Điển Anh Việt 200.000 ...",79500.0,"10,5 x 18 cm",850.0,"Thu Lan, Vân Phú",,,,,Từ Điển Anh Việt 200.000 Từ,https://salt.tikicdn.com/cache/280x280/ts/product/a0/a0/c3/c933d8447adb7ca5e4e15317876c55f3.jpg,Tiếng Anh,"Thu Lan, Vân Phú","Ngày nay, nhu cầu học và tra cứu Tiếng Anh ở nước ta ngày càng phổ biến, đa dạng và nhiều cấp độ. Cuốn sách được biên soạn nhằm đáp ứng được phần nào nhu cầu của bạn đọc.Cuốn Từ Điển Anh Việt 200.000 ...",79500.0,Tân Việt,2020-02-02 00:00:00,Bìa mềm,850.0,Nhà Xuất Bản Dân Trí,"10,5 x 18 cm",,
224,Từ Điển Tranh Cho Trẻ Em,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-tranh-cho-tre-em.jpg,Tiếng Anh,"Sách giáo dục tri thức dành cho trẻ em với cách trình bày sáng tạo kèm hình ảnh minh họa màu tươi sáng, đẹp mắt.Một thế giới rộng lớn mở ra trước mắt giúp các bé nâng cao nhận thức và tăng trí thông m...",83000.0,19 x 27 cm,47.0,Ngọc Anh,,,,,Từ Điển Tranh Cho Trẻ Em,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-tranh-cho-tre-em.jpg,Tiếng Anh,Ngọc Anh,"Sách giáo dục tri thức dành cho trẻ em với cách trình bày sáng tạo kèm hình ảnh minh họa màu tươi sáng, đẹp mắt.Một thế giới rộng lớn mở ra trước mắt giúp các bé nâng cao nhận thức và tăng trí thông m...",83000.0,Minh Long,2012-05-31 00:00:00,Bìa cứng,47.0,Nhà Xuất Bản Mỹ Thuật,19 x 27 cm,,
225,Từ Điển Anh - Việt Dùng Trong Nhà Trường,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img161.u2487.d20160920.t094609.848939.jpg,Tiếng Anh,"Từ Điển Anh - Việt Dùng Trong Nhà Trường Trong xã hội hiện đại ngày nay tiếng Anh đóng một vai trò đặc biệt quan trọng, là cầu nối liên kết cộng đồng, liên kết các mối quan hệ xã hội, hợp tác làm ăn....",35000.0,10.3 x 15.8 cm,655.0,Nhóm Biên Soạn Thuận Việt,,,,,Từ Điển Anh - Việt Dùng Trong Nhà Trường,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img161.u2487.d20160920.t094609.848939.jpg,Tiếng Anh,Nhóm Biên Soạn Thuận Việt,"Từ Điển Anh - Việt Dùng Trong Nhà Trường Trong xã hội hiện đại ngày nay tiếng Anh đóng một vai trò đặc biệt quan trọng, là cầu nối liên kết cộng đồng, liên kết các mối quan hệ xã hội, hợp tác làm ăn....",35000.0,Lê Đình Thuyên,2016-09-30 00:00:00,Bìa mềm,655.0,Nhà Xuất Bản Thanh Niên,10.3 x 15.8 cm,,
